"title","writer","pony","dialog"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Twilight Sparkle","As princess, I've been chosen to spread the magic of friendship across Equestria. So why would the Tree of Harmony want us to sit in a castle in Ponyville?"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Spike","This is incredible! It's got all of Equestria!"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Fluttershy","Why are our cutie marks over there?"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Twilight Sparkle","Seems like the map wants us to find out."
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Twilight Sparkle","An entire village with the same cutie mark?"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Starlight Glimmer","Welcome!"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Fluttershy","This must be the most pleasant place in Equestria!"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Starlight Glimmer","I'm delighted you're interested in our cutie mark vault."
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Twilight Sparkle","It's a trap!"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Starlight Glimmer","Now you can spend the rest of your lives here without your cutie marks!"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Starlight Glimmer","[slightly muffled, over loudspeaker] In sameness, there is peace. Exceptionalism is a lie."
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Starlight Glimmer","Free yourself from your cutie mark. Choose equality as your special talent."
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Starlight Glimmer","[voice fades under] Difference is frustration. To excel is to fail."
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Pinkie Pie","Hey, this is pretty good!"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Starlight Glimmer","[under] Be your best by never being your best."
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Twilight Sparkle","Ugh, we've gotta find a way out of here! I can't take much more of that voice!"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Fluttershy","There, there, Rarity... It's not so bad..."
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Rarity","Yes, it is! Look at those drapes! I have no idea if they're tacky or not!"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Fluttershy","Well, I think they're nice."
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Rarity","[crying] So do I!"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Fluttershy","Oh, thank goodness! Can you help us, little birdie?"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Fluttershy","Go on, now! Fly away and get us help!"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Fluttershy","Oh, even tweets don't make sense any more!"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Applejack","[grunts] This door's shut tighter than a... summer of..."
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Applejack","...uh, piglets in... shoot! I can't even make countryisms no more!"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Pinkie Pie","I don't know! Maybe it'll be super fun to be all the same!"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Pinkie Pie","Sort of. More pleasant than fun, I guess..."
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Twilight Sparkle","Something odd about that staff. I haven't studied Eastern unicorns as much as I should have, but I'm pretty sure Meadowbrook only had eight magical items, not nine. And I don't remember any of them being a staff."
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Applejack","Well, it looks like you'll have plenty of time to try to think about it."
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Twilight Sparkle","I've got it!"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Twilight Sparkle","I know how we can get out!"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Rainbow Dash","[sighs] Forget it, Twilight. This door's not opening."
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Rarity","And I'm afraid the windows are much too small for escape."
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Twilight Sparkle","But there is a third way."
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Pinkie Pie","Of course! Eventually the wind and the weather will wear down the walls until they start to crumble! Then all we have to do is wait for a big enough hole to form and we can just walk out! It's the perfect plan!"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Pinkie Pie","I guess."
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Twilight Sparkle","We don't actually have to escape. They'll just let us out when they think we've accepted their philosophy!"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Applejack","But they're never gonna believe we switched over in just one night."
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Twilight Sparkle","There's one of us they might believe."
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Fluttershy","Oh! Me?!"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Rainbow Dash","You've been saying how great this place is since we got here!"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Fluttershy","But that's because everypony's so nice and their village is so pretty, and, and... Oh, you're right. They probably would believe me. I hate to lie to them. They've been so welcoming and friendly... aside from locking us in here and trying to brainwash us into abandoning the things that make us special... Okay. I'll do it."
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Pinkie Pie","Woo-hoo! I mean, cool."
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Fluttershy","But what do I do once I'm out?"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Twilight Sparkle","You've gotta find a way to get our cutie marks back."
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Starlight Glimmer","[over loudspeaker] Oh, good morning!"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Starlight Glimmer","I trust you had a pleasant night? This way, please. There are some friends who'd like to see you. Gather round, friends, gather round! We've come to ask if any of you are ready to join us! There are so many friends to be made once you realize you don't need your cutie marks or the talents that come with them."
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Double Diamond","We have a welcome ceremony for new friends! The whole village joins together to build you your own cottage<U+0097>"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Rainbow Dash","Not interested! You may have them now, but we're going to get our cutie marks back!"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Applejack","Y'all don't understand, do ya? You can't force nopony to be friends! It don't work like that!"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Others","""Sunny Song"": Please, join us!"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Others","""Rosemary"": We love new friends!"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Starlight Glimmer","It's all right, everypony. This is a perfectly normal part of the equalization process for those who haven't... quite seen the light yet. We'll try again tomorrow once you've had a bit more time to consider our philosophy!"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Fluttershy","I'd like to join!"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Twilight Sparkle","Fluttershy? How could you?!"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Fluttershy","If giving up my cutie mark means I get to stay in this lovely village with these lovely ponies, then I'll do it."
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Starlight Glimmer","We have a new friend, everypony!"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Starlight Glimmer","Now, there's one more order of business. It seems some in our midst might be... dissatisfied with the village life!"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Starlight Glimmer","Unfortunately, it's all too true, my friends! [to Fluttershy] Will you kindly tell us the names of those friends who so desperately miss their cutie marks that they would sneak around in the shadows talking to strangers about it? Just so we can be sure your intentions are indeed pure."
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Fluttershy","Um, I don't know who they were. Um, I'm sorry. I don't know your names and faces yet."
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Starlight Glimmer","Nonsense! Obviously these ponies must have asked you directly. Kindly point them out!"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Party Favor","It was me! It was only me! But I only wanted it back for a little while!"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Starlight Glimmer","And you're quite certain it was only you?"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Party Favor","I just wanted to remember what it was like."
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Starlight Glimmer","And no thought to the pain you'd cause your friends. Such selfishness."
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Party Favor","I'm sorry, everypony! I never wanted to leave the village! I love all of<U+0097>"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Party Favor","What was I thinking?! I can't believe I even considered asking for my cutie mark back."
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Rainbow Dash","Don't worry. Fluttershy will have us out of here in no time!"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Party Favor","Didn't you see what just happened out there?! Your friend has accepted our way! You will all accept our way! It's only a matter of time!"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Rainbow Dash","This guy's a barrel of laughs."
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Pinkie Pie","[flatly] Laughs don't come in barrels. They come from inside you as your body's response to delight."
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Applejack","[hushed] So what are we gonna do while Fluttershy's out there lookin' for our [whispering] cutie marks?"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Twilight Sparkle","We have to stay as positive as we can. If Party Favor sees how much we really do like each other, even though we're all different, maybe we can use him to spread our message to the rest of the village."
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Rarity","Let's hope they don't convert any of us first."
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Others","""Rocky Storm"": Welcome!"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Others","S05E01 Unnamed Pegasus Mare # Welcome!"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Others","S05E01 Unnamed Unicorn Stallion # Welcome!"
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Fluttershy","Gosh, you really are the nicest ponies I've ever met."
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Starlight Glimmer","Come. All new friends stay with me until their cottage is completed. Let's get you settled, and then you can enjoy all that our little village has to offer."
"The Cutie Map - Part 2","Scott Sonneborn & M. A. Larson; story by Meghan McCarthy","Fluttershy","[coughing] Brrrrrr! [sighs] Get the cutie marks back. That's all you've gotta do, Fluttershy. Just sneak through the dark up to that spooky old cave with the scary magical staff and get the cutie marks back."
